OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d41db568be3635f14c6b5b3bfc523d82	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	JGI-0000079-D21	Unidentified_JGI-0000079-D21
05e6d75c3a8c958f9eb71aecde3999eb	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Unidentified_Pirellulaceae	Unidentified_Pirellulaceae
55f6a815adb37929d3d1b23040ac9c13	Bacteria	Patescibacteria	Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria
98cff036814eb7b6fb9fdfc517e58079	Bacteria	Patescibacteria	Gracilibacteria	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium
d5b51154d7598d6aab696f65a27f6d1a	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
a69a0d6e43658795fbbd1c2647dd0a5a	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified_Saccharimonadales	Unidentified_Saccharimonadales	Unidentified_Saccharimonadales
fcecc6b9c099faf93b6202fbee454911	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
10960f7c38a7d81e1f41e0d1522a7d8f	Bacteria	Patescibacteria	Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria
e106d38441713770eccfd5d4acba951d	Bacteria	Patescibacteria	Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria
21698a7cba6c86bd4add5d959bf742b3	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria
12ece59499f39610f4390adbb0a88aac	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	Unidentified_Candidatus_Vogelbacteria	Unidentified_Candidatus_Vogelbacteria	Unidentified_Candidatus_Vogelbacteria
11684338776e1a3a2d9c121b4f30da36	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
3f1b67eaf7fc2d0f4898277d3aa69084	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Acanthamoeba_sp.	Acanthamoeba_sp.
d27bc4d4d22202f7737a5f660f7d0d73	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured_bacterium
3178093d80b383db64fa9e1382ec9f34	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ed87d80f59c7b3b6b20d1b0e77dc0d3a	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	Unidentified_SG8-4	Unidentified_SG8-4
15f2e4292fd11e5337a4bcdb16062fb4	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
0a16a8814ec76808964af7231ef1da6e	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Unidentified_Micavibrionaceae	Unidentified_Micavibrionaceae
4266aced069ab3f45601207906d2689a	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	Unidentified_NS11-12_marine_group	Unidentified_NS11-12_marine_group
e9a39264d5edc79343bf1b12e9319f4a	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
2b554ec3b26940994dba8c8b64309ef7	Bacteria	Chloroflexi	TK10	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium
e70ed1055bd033e51abf3b3d43959e1a	Bacteria	Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria
f8bd6a05a9f4a629d76c124ba3aad30b	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Unidentified_Holosporaceae	Unidentified_Holosporaceae
54cb0ced0fe3287173db79c13223598c	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
5c6b1708a5f8374dd53e9eb8a3e1657c	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Unidentified_Oligoflexaceae	Unidentified_Oligoflexaceae
00e945b47f2bbda8e8def6b93f37ea09	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Unidentified_Erysipelotrichaceae	Unidentified_Erysipelotrichaceae
9e8eb0fad7b2e61556463e98e7d5e84b	Bacteria	Proteobacteria	Deltaproteobacteria	Unidentified_Deltaproteobacteria	Unidentified_Deltaproteobacteria	Unidentified_Deltaproteobacteria	Unidentified_Deltaproteobacteria
3052ef34ef7d11b88a542132f50575de	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured_bacterium
6108f9f29a84bb04fccb9d34effc41db	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Unidentified_Isosphaeraceae	Unidentified_Isosphaeraceae
a8cc8b005b0b4b8e168b7e757f269225	Bacteria	Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria	Unidentified_Acidobacteria
14f719722c5fad34a3a478ffe617db05	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unidentified_Gammaproteobacteria_Incertae_Sedis	Unidentified_Gammaproteobacteria_Incertae_Sedis	Unidentified_Gammaproteobacteria_Incertae_Sedis
25368daf67180f2aef01c5e67bd14983	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_Incertae_Sedis	Unidentified_Oxyphotobacteria_Incertae_Sedis	Unidentified_Oxyphotobacteria_Incertae_Sedis	Unidentified_Oxyphotobacteria_Incertae_Sedis
f5bfa80eaa412d86451885089cc08a22	Bacteria	Elusimicrobia	Elusimicrobia	Lineage_IV	Unidentified_Lineage_IV	Unidentified_Lineage_IV	Unidentified_Lineage_IV
b511991fd112e677296aeb9fe1b532f6	Bacteria	Elusimicrobia	Lineage_IIb	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium
f04ac6d2037cd13711577f55da1882a5	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
15dddb313f3eb0b38b1ea9eab6df3ac5	Archaea	Nanoarchaeaeota	Woesearchaeia	Unidentified_Woesearchaeia	Unidentified_Woesearchaeia	Unidentified_Woesearchaeia	Unidentified_Woesearchaeia
d64775adbb799b340febfa7acd726b52	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Unidentified_Micavibrionales	Unidentified_Micavibrionales	Unidentified_Micavibrionales
2c2fbb149729aae1c234af88776497cb	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	Unidentified_Obscuribacterales	Unidentified_Obscuribacterales	Unidentified_Obscuribacterales
23c97bc8ffa6611dc5e9ea99c7a47dbe	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified_Diplorickettsiaceae	Unidentified_Diplorickettsiaceae
b03d2e5ac94c7a0d115e5c542e9315e8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	uncultured_bacterium
d72eea8c01577420919150ea4bdae954	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
4a5d995748b7181442c81d6f6487d6e6	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium
e06debdff48cfa83ae717e949c870124	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified_Ktedonobacteraceae	Unidentified_Ktedonobacteraceae
030f82306039cf5b5f080417f621ca4a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	Unidentified_Candidatus_Megaira
08574ecf538f16e59f77800df43a1d42	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	Unidentified_NB1-j	Unidentified_NB1-j	Unidentified_NB1-j
76d7ed372ccc16dd5272758484d91d5c	Bacteria	Planctomycetes	Unidentified_Planctomycetes	Unidentified_Planctomycetes	Unidentified_Planctomycetes	Unidentified_Planctomycetes	Unidentified_Planctomycetes
c90af0beffc1836bac933487bdc9027f	Bacteria	Patescibacteria	Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria
800e89ee98e538db60c054bca99fd74c	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Unidentified_Saprospiraceae	Unidentified_Saprospiraceae
0748823c2a5b28e675095e1bf21f6fa0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XVIII	Unidentified_Family_XVIII	Unidentified_Family_XVIII
75acf47961badbd80a2433e6af96cf07	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unidentified_Fimbriimonadaceae	Unidentified_Fimbriimonadaceae
b769251d4189380bf39974105333e3a4	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Unidentified_Thermomicrobiaceae	Unidentified_Thermomicrobiaceae
8f53686c7da2351afd70d8cdd276ef60	Bacteria	Patescibacteria	Parcubacteria	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium
